"","x"
"5026","Desoto lot                                   "
"5027","Digital Camera                               "
"5028","Digital Scale                                "
"5029","Dishwasher's- Proj 40                        "
"5030","Dishwasher- Proj 40                          "
"5031","Dishwasher - #2143                           "
"5032","dishwasher                                   "
"5033","Dishwasher                                   "
"5034","Dishwasher #110                              "
"5035","Dishwasher #136/#145                         "
"5036","Dishwasher #186                              "
"5037","Dishwashers - #1108                          "
"5038","Dishwashers - #1505                          "
"5039","Dishwashers - #1824                          "
"5040","Dishwashers - 2016                           "
"5041","Dishwashers - 2502                           "
"5042","dishwashers                                  "
"5043","Dishwashers                                  "
"5044","Dishwashers #11 & #92                        "
"5045","Dishwashers #1527 & 517                      "
"5046","Dishwashers #181/#20                         "
"5047","Dishwashers (a0014950)                       "
"5048","Dishwashers (a0015268)                       "
"5049","Dishwashers (a0016655)                       "
"5050","Dishwashers (a0016808)                       "
"5051","Dishwashers (a0017064)                       "
"5052","Dishwashers (a0017567)                       "
"5053","Dishwashers for Proj 40                      "
"5054","Display Rack/Coffeemaker                     "
"5055","Disposal                                     "
"5056","Disposals                                    "
"5057","Disposer                                     "
"5058","Diswasher                                    "
"5059","Door Installation/Painting                   "
"5060","Doors-Aux                                    "
"5061","Doors                                        "
"5062","Drain                                        "
"5063","Drain Box                                    "
"5064","Drain Gun                                    "
"5065","Draperies & Blinds                           "
"5066","Drywall                                      "
"5067","Drywall Repairs                              "
"5068","DSL                                          "
"5069","Ducted White Hood                            "
"5070","Dumpster Enclosure                           "
"5071","Dumpster enclosure and pad                   "
"5072","Dumpster Pad @113 Bld                        "
"5073","Duplex Recepticals                           "
"5074","Duroguard 2ton unit                          "
"5075","Duroguard Seer unit                          "
"5076","Edger                                        "
"5077","Elec Power Transmission                      "
"5078","elec range acc                               "
"5079","Electical Panel                              "
"5080","electric digital scale                       "
"5081","electric dryer                               "
"5082","Electric Meter Box Enclosures                "
"5083","Electric panel & receipt circuit             "
"5084","electric range                               "
"5085","Electric range                               "
"5086","Electric Range                               "
"5087","electric range/icemaker                      "
"5088","electric typewriter                          "
"5089","Electrical                                   "
"5090","Electrical Box - Exterior                    "
"5091","Electrical Boxes-Exterior                    "
"5092","Electrical Repairs                           "
"5093","emergency phone & box mnt                    "
"5094","Endsplash                                    "
"5095","Entry Gate & Card Reader                     "
"5096","Envelope Pressure Sealer                     "
"5097","Epoxy Paint                                  "
"5098","Equipment-tie to f/s                         "
"5099","Equipment                                    "
"5100","Equipment acquired by WRH                    "
"5101","Equipment Rental                             "
"5102","Erosion Control                              "
"5103","Excercise bike & treadmill                   "
"5104","Executive Chair                              "
"5105","Exercise Equipment                           "
"5106","Ext. Conc. Deck & Fill                       "
"5107","Exterior Carpentry                           "
"5108","Exterior Door                                "
"5109","Exterior Doors                               "
"5110","Exterior Lighting                            "
"5111","Exterior Painting-Bldg #4                    "
"5112","Exterior Painting                            "
"5113","Exterior Repairs & Fixtures                  "
"5114","Exterior Siding-7100 Bldg/repairs            "
"5115","Exterior Siding-Bldg #4/#2324 Chimney        "
"5116","Exterior Siding                              "
"5117","fan coil unit 2.5                            "
"5118","Fans/Lights                                  "
"5119","Fascia & Soffit                              "
"5120","fasco motor                                  "
"5121","Faucets & Sink Lines                         "
"5122","Faucets/Sinks                                "
"5123","Fax                                          "
"5124","Fax Machine                                  "
"5125","Fax/Copier                                   "
"5126","Fax/Scanner Houston                          "
"5127","Feb Field Supervision                        "
"5128","Feb Mgmt Fee                                 "
"5129","Fence  - first street                        "
"5130","Fence & Gate                                 "
"5131","Fence for Tennis Courts                      "
"5132","Fence Repair                                 "
"5133","Fence/Gates                                  "
"5134","Fences & Gates                               "
"5135","Fencing                                      "
"5136","Field Supervisiom                            "
"5137","Field Supervision- Dec                       "
"5138","Field Supervision - July PR adj              "
"5139","Field Supervision - July PR Recl             "
"5140","Field Supervision                            "
"5141","FIELD SUPERVISION                            "
"5142","Field Supervision (375229)                   "
"5143","Field Supervision (375230)                   "
"5144","Field Supervision (375231)                   "
"5145","Field Supervision (375479)                   "
"5146","Field Supervision (375480)                   "
"5147","Field Supervision (375481)                   "
"5148","Field Supervision (375482)                   "
"5149","Field Supervision (a0015623)                 "
"5150","Field Supervision Dec '11                    "
"5151","File Cabinet                                 "
"5152","File Cabinets                                "
"5153","File Server Installation                     "
"5154","Filed Supervision                            "
"5155","Finish Carpentry - Fire Unit 111-201         "
"5156","Finish Carpentry                             "
"5157","Finish Hardware                              "
"5158","Fire  - unit Apt 2                           "
"5159","Fire Ext & Cabinets                          "
"5160","Fire Protection-Aux                          "
"5161","Fire Protection Spec-Apt Int                 "
"5162","Fire Protection Sprinklers-Apt Int           "
"5163","Fire repairs                                 "
"5164","Fire Unit Repairs                            "
"5165","Fire Units                                   "
"5166","Fitness Bike                                 "
"5167","Fitness Center-excercise                     "
"5168","Fitness Center Swipe System                  "
"5169","fitness equipment                            "
"5170","Fitness Equipment                            "
"5171","Fitness room equipment/alarm                 "
"5172","Flat Panel Monitor                           "
"5173","Flood Lights                                 "
"5174","Floor in Gym                                 "
"5175","Flooring-Office                              "
"5176","Flooring                                     "
"5177","Flower Beds/Shrubs                           "
"5178","Flush Interior Door                          "
"5179","FMAC Refinanced Loan Cost                    "
"5180","Fogger                                       "
"5181","Foundation Cracks                            "
"5182","Foundation Repairs                           "
"5183","Foundation repairs Unit 26                   "
"5184","Fountains                                    "
"5185","Framing - Tree Fall Unit 149 150             "
"5186","Framing                                      "
"5187","Freon/suction dryer/blinds                   "
"5188","Fridge & Icemaker                            "
"5189","Fridge/Dishwasher/Range - 110                "
"5190","Fridge/DW burn un#209                        "
"5191","frige recovery system                        "
"5192","Front Loader Rental                          "
"5193","Furnishings-Office                           "
"5194","Furniture - Corp Apt SJP                     "
"5195","Furniture                                    "
"5196","Furniture & Accessories-Office               "
"5197","Furniture & Deco-Clubhouse                   "
"5198","Furniture & Fixtures                         "
"5199","Furniture Beg Bal                            "
"5200","Furniture for Renovated Office               "
"5201","Garage lights and electric renovations       "
"5202","Garage Signs                                 "
"5203","gas                                          "
"5204","Gate                                         "
"5205","Gate Lighting                                "
"5206","Gate shortage ER                             "
"5207","Gates                                        "
"5208","Gates (a0017568)                             "
"5209","GE dishwasher                                "
"5210","GE refrigerator                              "
"5211","GE washer                                    "
"5212","Generator                                    "
"5213","Generic 50# Cylinder                         "
"5214","GJ MB Cap Rcls per CF                        "
"5215","GJ MB Rcls per CF                            "
"5216","GJ RC Awning per CF                          "
"5217","GMC 2ton louver unit                         "
"5218","GMC louver unit                              "
"5219","Golf Cart- Maint                             "
"5220","golf cart                                    "
"5221","Golf Cart                                    "
"5222","Golf Cart Equipment                          "
"5223","golf cart leasing                            "
"5224","Goodman Cond louvered                        "
"5225","Goodwill                                     "
"5226","Goodwill (Intangible Asset)                  "
"5227","Goodwill (Management contract)               "
"5228","Gracern Rd Acreage                           "
"5229","Graphics Adaptor                             "
"5230","Grills                                       "
"5231","Grounds Equipment                            "
"5232","Gutter & Downspouts                          "
"5233","Gutters & Downspouts                         "
"5234","Gutters Building 3                           "
"5235","Gym equipment                                "
"5236","Gym Wall Mirror                              "
"5237","Gypsum Board-Apt Int                         "
"5238","H/P 16.6 Cu Ft Fridge                        "
"5239","H/P 18 CuFt Fridge                           "
"5240","H/P 30in Elec Range White                    "
"5241","H/P Dishwasher Black                         "
"5242","H/P Dishwasher White                         "
"5243","H/P Fridge                                   "
"5244","H/P White Dishwasher                         "
"5245","Hand Truck                                   "
"5246","Heat Pumps                                   "
"5247","Hedge Trimmer                                "
"5248","HL-5140 laser printer                        "
"5249","HL access                                    "
"5250","Hood                                         "
"5251","Hot Water Heater                             "
"5252","Hotel/Gas/Food                               "
"5253","hotpoint elec dryer                          "
"5254","hotpoint range                               "
"5255","Hotpoint Range                               "
"5256","hotpoint refrigerator                        "
"5257","hotpoint washer                              "
"5258","HP Laptop MRutledge                          "
"5259","HP Laser Printer                             "
"5260","HP Laserjet 2100 Printer                     "
"5261","HP Laserjet Color Printer 3800N              "
"5262","HVAC-Apt Int                                 "
"5263","HVAC                                         "
"5264","HVAC cleaner                                 "
"5265","HVAC units                                   "
"5266","ice maker                                    "
"5267","Ice Maker Kit                                "
"5268","icemaker                                     "
"5269","Impact Fees                                  "
"5270","Improvements                                 "
"5271","Inspection                                   "
"5272","Install 268 Doors                            "
"5273","Install Baseboards                           "
"5274","Install Bath/Kitchen Sinks                   "
"5275","Install Ceiling Fans                         "
"5276","Install Grab Bars                            "
"5277","Install Laundry Center-112-103               "
"5278","Install new Appliances                       "
"5279","install sod and repair landsca               "
"5280","Installation of New Boiler                   "
"5281","Installed clean-outs Bldg #38                "
"5282","Insurance Claims                             "
"5283","Int Conc Deck & Fill                         "
"5284","Int. Paint - Apt. Int. - Burn Unit           "
"5285","Interior Carpentry                           "
"5286","Interior Carpentry / Carpeting               "
"5287","Interior Carpentry/Carpeting                 "
"5288","Interior Carprntry/Carpeting                 "
"5289","Interior Designer                            "
"5290","Interior Finishes                            "
"5291","Interior Painting-2104 Demo water damage     "
"5292","Interior Painting-Apt Int-Upgrades           "
"5293","Interior Painting-Apt Int                    "
"5294","Interior Painting-Fire Repair                "
"5295","Interior Painting-Fire units                 "
"5296","Interior Painting-Office                     "
"5297","Interior Rebuilding-subfloor 1014            "
"5298","Interior Rebuilding - Sink Cabinet           "
"5299","Interior Rebuilding                          "
"5300","Interior Rebuilding (a0014813)               "
"5301","Interior Siding & Trim                       "
"5302","Internet access point                        "
"5303","IPS Bond                                     "
"5304","Irrigation Connection                        "
"5305","irrigation Parts                             "
"5306","irrigation repairs                           "
"5307","Irrigation System                            "
"5308","Irrigation System/Motor replacement          "
"5309","Irrigation/ Well Repair                      "
"5310","Italian Port artwk purch from W.Hough        "
"5311","Jacksonville New Office Furnishings (10567659"
"5312","Jacksonville Office Buildout 12/2013 (1056765"
"5313","Jan Mgmt Fee                                 "
"5314","Key Duplicating Machine                      "
"5315","Key Machine                                  "
"5316","Kitchen 276.93                               "
"5317","Kitchen Appliances                           "
"5318","Knobs/Towel Bars                             "
"5319","Labor for Unit Renovation                    "
"5320","Labor to Move Gym Equp.                      "
"5321","Ladder                                       "
"5322","Laminate Floor- Office                       "
"5323","Land-broker fee                              "
"5324","Land-Carryover basis                         "
"5325","Land                                         "
"5326","Land Barcelona                               "
"5327","Land Improvement / Landscape                 "
"5328","Land Improvements / Landscape                "
"5329","Land Improvements/Landscape                  "
"5330","Land Palm Vista less refund                  "
"5331","Land Purchase                                "
"5332","Land Purchase Reduction                      "
"5333","Land Reclassification                        "
"5334","Landing Repair-2014 & 2036                   "
"5335","Landing Repair #94 - #96                     "
"5336","Landscape                                    "
"5337","Landscape Enhancements                       "
"5338","Landscape Pool Area                          "
"5339","Landscape Rehab                              "
"5340","Landscaping-Aux                              "
"5341","Landscaping-Mulch                            "
"5342","Landscaping-Pool                             "
"5343","Landscaping-Site                             "
"5344","Landscaping-Site Erosion Control             "
"5345","Landscaping                                  "
"5346","LANDSCAPING                                  "
"5347","Landscaping Cap X                            "
"5348","Landscaping Improv-Park upgrades             "
"5349","Landscaping Improvements-Irrigation syst     "
"5350","Landscaping Improvements                     "
"5351","Landscaping improvment @ SC                  "
"5352","Lanier 6517 Copier                           "
"5353","laser printer                                "
"5354","Lateral File Cabinet                         "
"5355","Lateral File Cabinets                        "
"5356","Laundry Room Improvements                    "
"5357","LAUNDRY ROOM IMPROVEMENTS                    "
"5358","lawn mower                                   "
"5359","Lawn Mower                                   "
"5360","Leaf Blower                                  "
"5361","Leasehold Improvements                       "
"5362","Lender Rehab Analysis/Inspect-Draw fee       "
"5363","Lender Rehab Analysis/Inspect                "
"5364","Levasseur Original Artwork                   "
"5365","Levassuer Caleb & VanDuinen Orig Art         "
"5366","LHI                                          "
"5367","Lift Station                                 "
"5368","Lift Station Repairs                         "
"5369","Light Poles                                  "
"5370","Lighting & Fixtures-Apt Int                  "
"5371","Lighting & Fixtures-Apt Int (a0014817)       "
"5372","Lighting & Fixtures-Apt Int (a0014952)       "
"5373","Lighting & Fixtures-Apt Int (a0015271)       "
"5374","Lighting & Fixtures-Apt Int (a0015622)       "
"5375","Lighting & Fixtures-Apt Int (a0016168)       "
"5376","Lighting & Fixtures-Apt Int (a0016174)       "
"5377","Lighting & Fixtures-Apt Int (a0016389)       "
"5378","Lighting & Fixtures-Apt Int (a0016657)       "
"5379","Lighting & Fixtures-Apt Int (a0016810)       "
"5380","Lighting & Fixtures-Apt Int (a0017066)       "
"5381","Lighting & Fixtures-Apt Int (a0017569)       "
"5382","Lighting/Gate for Shop                       "
"5383","Lights for MailBoxes                         "
"5384","Line of Credit                               "
"5385","Lo boy water heater                          "
"5386","Loan Cost- Wells line of credit 2013         "
"5387","Loan Cost- Wells line of Credit 2013         "
"5388","Loan cost                                    "
"5389","Loan Cost                                    "
"5390","Loan Cost (not pd in Dec)                    "
"5391","Loan Cost Refinance                          "
"5392","Loan Cost Refinance 2                        "
"5393","Loan Cost Refinancing                        "
"5394","Loan Costs-Refinance                         "
"5395","Loan Costs - Refinance                       "
"5396","Loan Costs                                   "
"5397","Loan Costs (10 yrs)                          "
"5398","Loan Costs (12 yrs)                          "
"5399","Loan Costs (5 yrs)                           "
"5400","Loan Costs (5 Yrs) (375478)                  "
"5401","Locking Hardware                             "
"5402","Locks for Storage Doors                      "
"5403","Locks Springs Drip Pans                      "
"5404","Locks/Knobs/Passage                          "
"5405","Lounge Chairs                                "
"5406","louver units                                 "
"5407","Lum Sum Office Improvements                  "
"5408","Lump Sum Car Wash Facility                   "
"5409","Lump Sum Laundry                             "
"5410","Lump Sum Mailhouses                          "
"5411","Lump Sum Maintenance                         "
"5412","Lump Sum Office Improv-Interior Decorato     "
"5413","Lump Sum Office Improv - Asbestos Survey     "
"5414","Lump sum Office Improvements                 "
"5415","Lump Sum Office Improvements                 "
"5416","Lump Sum Playground                          "
"5417","Lump Sum Pool Area Improvements              "
"5418","Lump Sum Tennis Court                        "
"5419","M&T Mortgage                                 "
"5420","Mailboxes                                    "
"5421","Mailhouses                                   "
"5422","Maintenance Equipment                        "
"5423","Maintenance Radio                            "
"5424","Maintenance Tools                            "
"5425","Major Plumbing-Boiler Bldg 18                "
"5426","Major Plumbing Replacements - Boiler Tnk     "
"5427","Major Plumbing Replacements                  "
"5428","Management Fee Nov '10                       "
"5429","Management Fees Aug 2011                     "
"5430","Mar Field Supervision                        "
"5431","Mar Mgmt Fee                                 "
"5432","March Field Supervision                      "
"5433","March Mgmt Fee                               "
"5434","May Field Supervision                        "
"5435","May Mgmt. Fee                                "
"5436","MC Acetylene Tank                            "
"5437","Medicine Cabinets                            "
"5438","Membrane Roof  Bldg 10 25 27                 "
"5439","Membrane Roofing - Clubhouse                 "
"5440","Membrane Roofing                             "
"5441","metal carry stand                            "
"5442","Metal Fabrications-Apt Ext                   "
"5443","Metal Fabrications-Apt Int                   "
"5444","Metal Fabrications                           "
"5445","Mgmt Fee                                     "
"5446","microwave                                    "
"5447","Microwave                                    "
"5448","Microwave Oven                               "
"5449","Microwave Ovens                              "
"5450","Microwaves-3                                 "
"5451","Microwaves                                   "
"5452","Mileage                                      "
"5453","mini rooter                                  "
"5454","mirror for gym                               "
"5455","Misc asher/Dryer Materials                   "
"5456","Misc Asset                                   "
"5457","Misc Asset Replacement                       "
"5458","Misc Carpentry                               "
"5459","Misc Concrete Repairs                        "
"5460","Misc Irrigation Parts                        "
"5461","Misc Landscaping Improvements                "
"5462","Misc Repairs - Office                        "
"5463","Misc. Asset Replacements                     "
"5464","Miscellaneous Asset Replacements-            "
"5465","Mitre Saw                                    "
"5466","MMS Postage Machine                          "
"5467","model furnishing                             "
"5468","model furniture                              "
"5469","Model Furniture                              "
"5470","model furniture rental                       "
"5471","Monitor                                      "
"5472","Monument Sign                                "
"5473","Motorola Radios                              "
"5474","Motorola vhf 6-ch radio                      "
"5475","Mulch for Property and playground            "
"5476","Mulch/labor-scrubs &playground               "
"5477","Mulching Project & Timbers                   "
"5478","Ne Vinyl - Unit #260                         "
"5479","New Carpet-Unit #235                         "
"5480","New Carpet-Unit #255                         "
"5481","New Carpet-Unit #260                         "
"5482","New Carpet - Unit #101-101                   "
"5483","New Carpet - Unit #253                       "
"5484","New Carpet - Unit 104-204                    "
"5485","New Carpet -Unit #171                        "
"5486","New Carpet & Padding - Unit #252             "
"5487","New Carpet/Padding - #250                    "
"5488","New Color Beds & Pedestals                   "
"5489","New computer                                 "
"5490","New Computer                                 "
"5491","New computers                                "
"5492","New Fitness Equipment                        "
"5493","New Fitness Flooring                         "
"5494","New Laptop                                   "
"5495","New laptops                                  "
"5496","New Paint - Unit 101-101                     "
"5497","new panel and breakers                       "
"5498","New Phone System                             "
"5499","New Signs                                    "
"5500","New Vinyl-Unit #253                          "
"5501","New Vinyl - Unit # 258                       "
"5502","New Vinyl - Unit #255                        "
"5503","no-mix stems                                 "
"5504","no-mix water stems                           "
"5505","Norstar phone system                         "
"5506","Nov Mgmt Fee                                 "
"5507","Office & gym tinting                         "
"5508","OFFICE CABINETS                              "
"5509","Office Carpet                                "
"5510","Office Chair                                 "
"5511","Office Chairs                                "
"5512","Office Computer                              "
"5513","Office Conf Table & Chairs                   "
"5514","Office Desk & 2 Chairs                       "
"5515","Office Desk Chairs                           "
"5516","Office Equipment- 2 Way Radio                "
"5517","Office Equipment- 2 way radios               "
"5518","Office Equipment-Computer Monitor            "
"5519","Office Equipment - Copier                    "
"5520","Office Equipment                             "
"5521","Office Equipment (a0015619)                  "
"5522","Office Furn.                                 "
"5523","Office Furn. Desk/Cabinet                    "
"5524","Office Furniture - Guest Chairs              "
"5525","Office Furniture                             "
"5526","Office Furniture & Art                       "
"5527","Office Furniture for Compliance Dept         "
"5528","Office Improvement                           "
"5529","Office Improvement / Pool Area               "
"5530","Office Improvements                          "
"5531","Office Improvements / Pool Area              "
"5532","Office Improvements/Pool Area                "
"5533","Office paint                                 "
"5534","Office Printer                               "
"5535","Office Remodel                               "
"5536","Office Remodeling                            "
"5537","Office Solar Screens                         "
"5538","Office Supplies                              "
"5539","Office Wall and Plumbing                     "
"5540","Office/Clubhouse Furniture Acces             "
"5541","Office/Clubroom-Radio & Speaker wires        "
"5542","Office/Clubroom Furniture-Leasing Table      "
"5543","Office/Clubroom Furniture-Table & Chairs     "
"5544","Office/Clubroom Furniture                    "
"5545","Optiplex desktop                             "
"5546","Organizational Costs                         "
"5547","Other assets-Carryover basis                 "
"5548","Outdoor Furniture-Aux                        "
"5549","Outdoor Furniture-Office                     "
"5550","Outdoor Furniture                            "
"5551","Overflow Shut Offs                           "
"5552","Overhead Door                                "
"5553","Ozonator                                     "
"5554","Ozone Blaster                                "
"5555","Ozone Deodorizer                             "
"5556","Ozone Generator                              "
"5557","Ozone Machine                                "
"5558","Ozone Mahine                                 "
"5559","Paint-Ceiling/Doors                          "
"5560","Paint                                        "
"5561","Paint Bridges                                "
"5562","Paint crawl space door                       "
"5563","Paint for 250 & 252                          "
"5564","Paint for office                             "
"5565","Paint Kit                                    "
"5566","Paint Sprayer                                "
"5567","Paint/Drywall #255                           "
"5568","Paint/Drywall/Texture #235                   "
"5569","Painting                                     "
"5570","paper shredder                               "
"5571","Parcel for Volley Ball Court                 "
"5572","park benches                                 "
"5573","Parking Lot                                  "
"5574","Parking Lot & Curb Repair                    "
"5575","Patio Doors                                  "
"5576","Patio Fences                                 "
"5577","Patio Furniture                              "
"5578","Paving                                       "
"5579","Paving & Curves                              "
"5580","Paving & Marking-Restripe Parking Lot        "
"5581","Paving & Marking                             "
"5582","Paving & Marking (a0014816)                  "
"5583","PC-MacBook Pro - St. Pete                    "
"5584","PC - HR                                      "
"5585","Perimeter Fencing                            "
"5586","Phase II Planning                            "
"5587","Phase II Planning/Construction               "
"5588","Phone Machine and card reader                "
"5589","Phone System                                 "
"5590","Phone System SP VOIP                         "
"5591","phone sytem repair                           "
"5592","Phones                                       "
"5593","Picinic table & grill                        "
"5594","Pickets/Patio Door                           "
"5595","Picnic Area Mulch                            "
"5596","Picnic Shelter Building                      "
"5597","Picnic Tables  Benches  Grill                "
"5598","Picnic Tables  Grill                         "
"5599","Pk Q Bianco                                  "
"5600","Plank Flooring                               "
"5601","Plaster & Stucco                             "
"5602","Plates/Recepts/Switches                      "
"5603","Play Ground Equipment                        "
"5604","Playfields & Equipment                       "
"5605","Playground                                   "
"5606","Playground Equipment                         "
"5607","Playground fixtures                          "
"5608","Playground Modular Station                   "
"5609","plenum 30 & 36X6                             "
"5610","Plumbing-200 Toilets                         "
"5611","Plumbing-Apt-Roll off Charges                "
"5612","Plumbing-Apt Int-Toilet Inst.                "
"5613","Plumbing-Apt Int                             "
"5614","Plumbing-Aux                                 "
"5615","Plumbing-Toilet replacements                 "
"5616","Plumbing-Toilets                             "
"5617","Plumbing-Water submeter renovation           "
"5618","PLUMBING -APT INT                            "
"5619","Plumbing                                     "
"5620","Plumbing Fixtures                            "
"5621","Plumbing Improvements                        "
"5622","Plumbing Snake                               "
"5623","PM Bldg Leaseholds                           "
"5624","PN 04-2011                                   "
"5625","PN 40422                                     "
"5626","PN 40452                                     "
"5627","Ponds & Reservoirs                           "
"5628","Pool                                         "
"5629","Pool & Fence Renovations                     "
"5630","Pool Area leak detection                     "
"5631","Pool Chairs-7                                "
"5632","Pool Deck                                    "
"5633","Pool Deck Paint                              "
"5634","Pool Fence/Compliance Repairs                "
"5635","Pool furniture                               "
"5636","Pool Furniture                               "
"5637","Pool Improvements                            "
"5638","Pool Pump                                    "
"5639","pool putty patch                             "
"5640","Pool Renovations                             "
"5641","Pool Repair                                  "
"5642","Pool Repairs                                 "
"5643","Pool Resurfacing                             "
"5644","Pool Side Furniture                          "
"5645","Pool Umbrellas                               "
"5646","Pool Work                                    "
"5647","Pool/Decks                                   "
"5648","Pools & Fountains                            "
"5649","Pools Repairs/Paint                          "
"5650","Pools Spas & Decks                           "
"5651","Postal Specialties                           "
"5652","Power Dryer                                  "
"5653","Power Washer                                 "
"5654","Powerwash & Restripe Parking Lot             "
"5655","Preliminary Designs                          "
"5656","Presario Laptop                              "
"5657","Pressure Washer                              "
"5658","Pressure Washing                             "
"5659","Printer                                      "
"5660","Printer & Scanner                            "
"5661","Printer/Coper                                "
"5662","Printers                                     "
"5663","Pro Pak 366/Pipes                            "
"5664","Proformance Max 395                          "
"5665","Programming deck                             "
"5666","Projector                                    "
"5667","Propane refill                               "
"5668","Property Painting                            "
"5669","Property photos and framework                "
"5670","property Signs                               "
"5671","Property Signs                               "
"5672","Property Taxes                               "
"5673","provide & install cover platepump1           "
"5674","Prune Trees                                  "
"5675","pump & clean sewage st.                      "
"5676","Pump for boiler                              "
"5677","Putty for Tubs & Shower Heads                "
"5678","PVC Coupling SXS                             "
"5679","Quarter Round (a0016170)                     "
"5680","Quarter Round Molding                        "
"5681","R Oxygen Tank                                "
"5682","R350_WATER HEATER                            "
"5683","Radio                                        "
"5684","Radios                                       "
"5685","Radios (2)                                   "
"5686","Rainbird Rotor Sprinkler                     "
"5687","Range-Stove 112                              "
"5688","range                                        "
"5689","Range                                        "
"5690","range & hood                                 "
"5691","Range Apt                                    "
"5692","Range Hood- Proj 40                          "
"5693","Range Hood                                   "
"5694","RANGE HOOD                                   "
"5695","Range Vent/Hood                              "
"5696","Range/Vantahood                              "
"5697","Range/Vent Hood                              "
"5698","Range/Ventahood - #1909                      "
"5699","Range/Ventahood - 4 Vent-A-Hoods             "
"5700","Range/Ventahood                              "
"5701","Range/Ventahood (a0014811)                   "
"5702","Range/Ventahood (a0015267)                   "
"5703","Range/Ventahood (a0015616)                   "
"5704","Range/Ventahood (a0016385)                   "
"5705","Range/Ventahood (a0016653)                   "
"5706","Range/Ventahood (a0017275)                   "
"5707","Range/Venthood                               "
"5708","Rangehood                                    "
"5709","Ranges                                       "
"5710","RC TV for fitness Room                       "
"5711","Rebuild Brick Planter                        "
"5712","Reciprocating Saw                            "
"5713","reclass hughes inv.                          "
"5714","Recreational Equip. - Fitness Center         "
"5715","Recreational equipment                       "
"5716","Recreational Equipment                       "
"5717","Reduce Roof - Shingle Refund                 "
"5718","Refigerator-Down Unit                        "
"5719","Refigerator-Office                           "
"5720","Refigerator                                  "
"5721","Refigerator/IceMaker                         "
"5722","Refinish Swimming Pools                      "
"5723","Refridgerator/Ice Maker                      "
"5724","REFRIGARATOR                                 "
"5725","Refrigerant Recovery Sys & Scale             "
"5726","Refrigerant Recovery System                  "
"5727","refrigerater                                 "
"5728","Refrigerator- Proj 40                        "
"5729","refrigerator                                 "
"5730","Refrigerator                                 "
"5731","Refrigerator #231                            "
"5732","Refrigerator #5101                           "
"5733","refrigerator /icemaker                       "
"5734","refrigerator fo                              "
"5735","Refrigerator for 95                          "
"5736","Refrigerator/Ice Maker                       "
"5737","Refrigerator/Icemaker - #1113                "
"5738","Refrigerator/Icemaker - #1909                "
"5739","refrigerator/icemaker                        "
"5740","Refrigerator/icemaker                        "
"5741","Refrigerator/Icemaker                        "
"5742","Refrigerator/IceMaker                        "
"5743","Refrigerator/Icemaker (a0014812)             "
"5744","Refrigerator/Icemaker (a0015618)             "
"5745","Refrigerator/Icemaker (a0016386)             "
"5746","Refrigerator/Icemaker (a0016654)             "
"5747","Refrigerator/Icemaker (a0016807)             "
"5748","Refrigerator/Icemaker (a0017063)             "
"5749","Refrigerator/Icemaker 260/130                "
"5750","Refrigerators- Proj 40                       "
"5751","Refrigerators                                "
"5752","Refrigerators (a0016164)                     "
"5753","Refrigerators for Proj 40                    "
"5754","refurbished golf cart                        "
"5755","Relocate century plant                       "
"5756","Remove Trees & Cleanup                       "
"5757","Remove/Replace A/C Registers                 "
"5758","Remove/Replace Doors                         "
"5759","Renovation Cleaning-Office                   "
"5760","Renovation Supervision                       "
"5761","Renovations                                  "
"5762","Renovations to Unit #204                     "
"5763","Renovations to Unit #240                     "
"5764","Repaint/Ceiling Fan Install/ 5 Wallpacks     "
"5765","Repair Attic Exhaust Fan                     "
"5766","Repair landing/Pickets                       "
"5767","Repair Monument Sign                         "
"5768","repair phones                                "
"5769","Repair Sidewalk                              "
"5770","Repair Streets/Curbs/Sidewalks               "
"5771","Repaired Leak on 1 Pipe                      "
"5772","repairs to boiler                            "
"5773","Repairs to Front                             "
"5774","Repairs to roof Unit #510                    "
"5775","Repipe #157                                  "
"5776","Repipe Project                               "
"5777","Replace A/C unit                             "
"5778","Replace Back Return                          "
"5779","Replace Cabinet Proj 40                      "
"5780","Replace Counter                              "
"5781","Replace Countertops                          "
"5782","Replace heater in air handler                "
"5783","Replace Pip                                  "
"5784","Replace Sewer Lines                          "
"5785","replace table saw                            "
"5786","Replace Water Heater                         "
"5787","Replaced Patio Door                          "
"5788","Replaced patio doors                         "
"5789","Replacement Screens                          "
"5790","Replaster Pool                               "
"5791","Residential Equipment                        "
"5792","Resilient Flooring-Apt Int                   "
"5793","Resurface                                    "
"5794","Resurface pool                               "
"5795","Resurface Pools                              "
"5796","Resurface tennis court & windscreen          "
"5797","Resurface Tennis Courts                      "
"5798","Retainage for Ext Paint                      "
"5799","Retainage for Ext. Siding                    "
"5800","Retaining Walls                              "
"5801","Retile pool by office                        "
"5802","Roof                                         "
"5803","Roof less Ins refund (170947.70)             "
"5804","Roof repairs                                 "
"5805","Roof Repairs                                 "
"5806","Roof Replacement                             "
"5807","Roofing                                      "
"5808","Roofing Specialties & Access                 "
"5809","Roofs                                        "
"5810","Router for Network                           "
"5811","Sanitary Sewer Systems                       "
"5812","Saw                                          "
"5813","Scaffolding                                  "
"5814","Scale                                        "
"5815","Schott artwork and framing                   "
"5816","Screen replacmnt-phase 2001                  "
"5817","Seal  coat  & paint parking lot              "
"5818","Seal & Restripe Pavement                     "
"5819","Seal Coat Repairs                            "
"5820","Security Cameras                             "
