assetno,descr,svcdate,cost,boyaccumdepr,depr2013,yecccumdepr,taxnbv,deprmeth,life,propno,group,yearsinsvc,remyears,diminimusnbv,supervision,suprnbv
748,Supervision                                  ,9/1/2011,2.91,0.14,0.11,0.25,2.66,S/L,27.5,355,Capital Improvements,2.33,25.17,2.66,Y,2.66
749,Supervision                                  ,10/1/2011,1.73,0.07,0.06,0.13,1.60,S/L,27.5,355,Capital Improvements,2.25,25.25,1.60,Y,1.60
750,Supervision                                  ,11/1/2011,22.19,0.91,0.81,1.72,20.47,S/L,27.5,355,Capital Improvements,2.17,25.33,20.47,Y,20.47
751,Supervision                                  ,12/1/2011,25.30,0.96,0.92,1.88,23.42,S/L,27.5,355,Capital Improvements,2.08,25.42,23.42,Y,23.42
752,Supervision - Management Fee                 ,8/1/2011,1028.77,51.44,37.41,88.85,939.92,S/L,27.5,355,Capital Improvements,2.42,25.08,0.00,Y,939.92
753,Wash/Stripe Parking Lot                      ,6/1/2011,2487.59,2487.59,0.00,2487.59,0.00,150DB,15.0,355,Capital Improvements,2.59,12.41,0.00,N,0.00
754,Water Heaters                                ,6/1/2011,610.73,34.24,22.21,56.45,554.28,S/L,27.5,355,Capital Improvements,2.59,24.91,0.00,N,0.00
755,Water Heaters                                ,7/1/2011,496.00,26.31,18.04,44.35,451.65,S/L,27.5,355,Capital Improvements,2.50,25.00,0.00,N,0.00
756,Lighting & Fixtures-Apt Int                  ,10/1/2012,8026.78,60.81,291.88,352.69,7674.09,S/L,27.5,355,Capital Improvements,1.25,26.25,0.00,N,0.00
757,Lighting & Fixtures-Apt Int                  ,9/1/2012,3269.94,34.68,118.91,153.59,3116.35,S/L,27.5,355,Capital Improvements,1.33,26.17,0.00,N,0.00
758,Plumbing-Aux                                 ,1/1/2013,4200.00,0.00,146.36,146.36,4053.64,S/L,27.5,355,Land Improvements,1.00,26.50,0.00,N,0.00
759,Lighting & Fixtures-Apt Int                  ,7/1/2012,4012.09,66.87,145.89,212.76,3799.33,S/L,27.5,355,Capital Improvements,1.50,26.00,0.00,N,0.00
760,Lighting & Fixtures-Apt Int                  ,6/1/2012,3027.43,59.63,110.09,169.72,2857.71,S/L,27.5,355,Capital Improvements,1.58,25.92,0.00,N,0.00
761,Lighting & Fixtures-Apt Int                  ,5/1/2012,622.22,14.14,22.63,36.77,585.45,S/L,27.5,355,Capital Improvements,1.67,25.83,0.00,N,0.00
762,Lighting & Fixtures-Apt Int                  ,4/1/2012,3080.50,79.35,112.02,191.37,2889.13,S/L,27.5,355,Capital Improvements,1.75,25.75,0.00,N,0.00
769,Range/Ventahood                              ,3/1/2013,1017.63,0.00,610.58,610.58,407.05,200DB,5.0,355,Furniture & Fixtures,0.84,4.16,0.00,N,0.00
806,Refrigerator/Icemaker                        ,3/1/2013,1103.66,0.00,662.20,662.20,441.46,200DB,5.0,355,Furniture & Fixtures,0.84,4.16,0.00,N,0.00
840,Residential Equipment                        ,4/1/2013,5852.63,0.00,3511.58,3511.58,2341.05,200DB,5.0,355,Equipment,0.75,4.25,0.00,N,0.00
862,Plumbing-Apt Int                             ,4/1/2012,740.21,19.07,26.92,45.99,694.22,S/L,27.5,355,Capital Improvements,1.75,25.75,0.00,N,0.00
863,Plumbing-Apt Int                             ,2/1/2012,1440.09,45.82,52.37,98.19,1341.90,S/L,27.5,355,Capital Improvements,1.92,25.58,0.00,N,0.00
864,Plumbing-Apt Int                             ,1/1/2012,280.58,9.78,10.20,19.98,260.60,S/L,27.5,355,Capital Improvements,2.00,25.50,0.00,N,0.00
876,Plumbing-Apt Int-Toilet Inst.                ,3/1/2012,10924.97,314.51,397.27,711.78,10213.19,S/L,27.5,355,Capital Improvements,1.84,25.66,0.00,N,0.00
987,Supervision                                  ,12/1/2012,45.73,0.07,1.66,1.73,44.00,S/L,27.5,355,Capital Improvements,1.08,26.42,44.00,Y,44.00
988,Supervision                                  ,11/1/2012,17.14,0.08,0.62,0.70,16.44,S/L,27.5,355,Capital Improvements,1.16,26.34,16.44,Y,16.44
989,Supervision                                  ,10/1/2012,830.08,6.29,30.18,36.47,793.61,S/L,27.5,355,Capital Improvements,1.25,26.25,0.00,Y,793.61
990,Supervision                                  ,9/1/2012,334.18,3.54,12.15,15.69,318.49,S/L,27.5,355,Capital Improvements,1.33,26.17,0.00,Y,318.49
991,Supervision                                  ,8/1/2012,889.44,12.13,32.34,44.47,844.97,S/L,27.5,355,Capital Improvements,1.42,26.08,0.00,Y,844.97
992,Supervision                                  ,7/1/2012,585.38,9.76,21.29,31.05,554.33,S/L,27.5,355,Capital Improvements,1.50,26.00,0.00,Y,554.33
993,Supervision                                  ,6/1/2012,887.61,17.48,32.28,49.76,837.85,S/L,27.5,355,Capital Improvements,1.58,25.92,0.00,Y,837.85
994,Supervision                                  ,3/1/2012,1132.21,32.59,41.17,73.76,1058.45,S/L,27.5,355,Capital Improvements,1.84,25.66,0.00,Y,1058.45
995,Supervision                                  ,2/1/2012,215.14,6.85,7.82,14.67,200.47,S/L,27.5,355,Capital Improvements,1.92,25.58,0.00,Y,200.47
996,Supervision                                  ,1/1/2012,52.19,1.82,1.90,3.72,48.47,S/L,27.5,355,Capital Improvements,2.00,25.50,48.47,Y,48.47
1001,Supervision                                  ,2/1/2013,1037.16,0.00,33.00,33.00,1004.16,S/L,27.5,355,Capital Improvements,0.91,26.59,0.00,Y,1004.16
1002,Supervision                                  ,7/1/2013,1075.06,0.00,17.92,17.92,1057.14,S/L,27.5,355,Capital Improvements,0.50,27.00,0.00,Y,1057.14
1003,Supervision                                  ,9/1/2013,1764.45,0.00,18.71,18.71,1745.74,S/L,27.5,355,Capital Improvements,0.33,27.17,0.00,Y,1745.74
1004,Supervision                                  ,1/1/2013,2276.29,0.00,79.33,79.33,2196.96,S/L,27.5,355,Capital Improvements,1.00,26.50,0.00,Y,2196.96
1005,Supervision                                  ,3/1/2013,3378.23,0.00,97.25,97.25,3280.98,S/L,27.5,355,Capital Improvements,0.84,26.66,0.00,Y,3280.98
1006,Supervision                                  ,8/1/2013,11816.31,0.00,161.13,161.13,11655.18,S/L,27.5,355,Capital Improvements,0.42,27.08,0.00,Y,11655.18
1007,Supervision                                  ,10/1/2013,12906.47,0.00,97.78,97.78,12808.69,S/L,27.5,355,Capital Improvements,0.25,27.25,0.00,Y,12808.69
1008,Supervision                                  ,12/1/2013,17035.35,0.00,25.81,25.81,17009.54,S/L,27.5,355,Capital Improvements,0.08,27.42,0.00,Y,17009.54
1050,Tree Removal                                 ,7/1/2013,7144.50,0.00,3750.86,3750.86,3393.64,150DB,15.0,355,Land Improvements,0.50,14.50,0.00,N,0.00
1085,Window Treatment-Office                      ,1/1/2013,1718.20,0.00,1030.92,1030.92,687.28,200DB,5.0,355,Furniture & Fixtures,1.00,4.00,0.00,N,0.00
1090,Windows                                      ,8/1/2013,1773.46,0.00,24.18,24.18,1749.28,S/L,27.5,355,Capital Improvements,0.42,27.08,0.00,N,0.00
1166,Supervision - Apr. '12 Mgmt. Fees            ,4/1/2012,1079.16,27.80,39.24,67.04,1012.12,S/L,27.5,355,Capital Improvements,1.75,25.75,0.00,Y,1012.12
1174,Supervision - May '12 Mgmt. Fees             ,5/1/2012,85.07,1.93,3.09,5.02,80.05,S/L,27.5,355,Capital Improvements,1.67,25.83,80.05,Y,80.05
1201,Water Heaters                                ,11/1/2012,1071.36,4.87,38.96,43.83,1027.53,S/L,27.5,355,Capital Improvements,1.16,26.34,0.00,N,0.00
1202,Water Heaters                                ,10/1/2012,536.00,4.06,19.49,23.55,512.45,S/L,27.5,355,Capital Improvements,1.25,26.25,0.00,N,0.00
1203,Water Heaters                                ,8/1/2012,255.96,3.49,9.31,12.80,243.16,S/L,27.5,355,Capital Improvements,1.42,26.08,0.00,N,0.00
1204,Water Heaters                                ,7/1/2012,513.10,8.55,18.66,27.21,485.89,S/L,27.5,355,Capital Improvements,1.50,26.00,0.00,N,0.00
1205,Water Heaters                                ,6/1/2012,233.82,4.61,8.50,13.11,220.71,S/L,27.5,355,Capital Improvements,1.58,25.92,0.00,N,0.00
1206,Water Heaters                                ,4/1/2012,300.00,7.73,10.91,18.64,281.36,S/L,27.5,355,Capital Improvements,1.75,25.75,0.00,N,0.00
1303,Misc. Asset Replacements                     ,2/1/2012,708.00,424.80,113.28,538.08,169.92,200DB,5.0,355,Equipment,1.92,3.08,0.00,N,0.00
1311,Office Equipment                             ,2/1/2012,109.13,62.36,13.36,75.72,33.41,200DB,7.0,355,Equipment,1.92,5.08,33.41,N,0.00
1352,Amenity Replacements                         ,6/1/2012,4323.91,2470.81,529.46,3000.27,1323.64,200DB,7.0,355,Furniture & Fixtures,1.58,5.42,0.00,N,0.00
1403,Dishwasher - #2143                           ,3/1/2012,251.33,150.80,40.21,191.01,60.32,200DB,5.0,355,Furniture & Fixtures,1.84,3.16,0.00,N,0.00
1442,Dishwashers                                  ,12/1/2012,553.60,332.16,88.58,420.74,132.86,200DB,5.0,355,Furniture & Fixtures,1.08,3.92,0.00,N,0.00
1443,Dishwashers                                  ,10/1/2012,277.12,166.27,44.34,210.61,66.51,200DB,5.0,355,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
1444,Dishwashers                                  ,8/1/2012,829.44,497.66,132.71,630.37,199.07,200DB,5.0,355,Furniture & Fixtures,1.42,3.58,0.00,N,0.00
1445,Dishwashers                                  ,6/1/2012,276.48,165.89,44.24,210.13,66.35,200DB,5.0,355,Furniture & Fixtures,1.58,3.42,0.00,N,0.00
1446,Dishwashers                                  ,5/1/2012,277.12,166.27,44.34,210.61,66.51,200DB,5.0,355,Furniture & Fixtures,1.67,3.33,0.00,N,0.00
1447,Dishwashers                                  ,4/1/2012,251.33,150.80,40.21,191.01,60.32,200DB,5.0,355,Furniture & Fixtures,1.75,3.25,0.00,N,0.00
1448,Dishwashers                                  ,2/1/2012,262.49,157.50,42.00,199.50,62.99,200DB,5.0,355,Furniture & Fixtures,1.92,3.08,0.00,N,0.00
1449,Dishwashers                                  ,1/1/2012,301.19,180.72,48.19,228.91,72.28,200DB,5.0,355,Furniture & Fixtures,2.00,3.00,0.00,N,0.00
1712,Range/Ventahood                              ,12/1/2012,485.83,291.50,77.73,369.23,116.60,200DB,5.0,355,Furniture & Fixtures,1.08,3.92,0.00,N,0.00
1713,Range/Ventahood                              ,11/1/2012,493.62,296.17,78.98,375.15,118.47,200DB,5.0,355,Furniture & Fixtures,1.16,3.84,0.00,N,0.00
1714,Range/Ventahood                              ,10/1/2012,400.72,240.43,64.12,304.55,96.17,200DB,5.0,355,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
1715,Range/Ventahood                              ,9/1/2012,181.54,108.92,29.05,137.97,43.57,200DB,5.0,355,Furniture & Fixtures,1.33,3.67,43.57,N,0.00
1716,Range/Ventahood                              ,8/1/2012,1466.23,879.74,234.60,1114.34,351.89,200DB,5.0,355,Furniture & Fixtures,1.42,3.58,0.00,N,0.00
1717,Range/Ventahood                              ,6/1/2012,540.71,324.43,86.51,410.94,129.77,200DB,5.0,355,Furniture & Fixtures,1.58,3.42,0.00,N,0.00
1718,Range/Ventahood                              ,5/1/2012,463.08,277.85,74.09,351.94,111.14,200DB,5.0,355,Furniture & Fixtures,1.67,3.33,0.00,N,0.00
1719,Range/Ventahood                              ,4/1/2012,92.79,55.68,14.84,70.52,22.27,200DB,5.0,355,Furniture & Fixtures,1.75,3.25,22.27,N,0.00
1720,Range/Ventahood                              ,2/1/2012,40.80,24.48,6.53,31.01,9.79,200DB,5.0,355,Furniture & Fixtures,1.92,3.08,9.79,N,0.00
1721,Range/Ventahood                              ,1/1/2012,491.43,294.86,78.63,373.49,117.94,200DB,5.0,355,Furniture & Fixtures,2.00,3.00,0.00,N,0.00
1870,Refrigerator/Icemaker                        ,12/1/2012,551.85,331.11,88.30,419.41,132.44,200DB,5.0,355,Furniture & Fixtures,1.08,3.92,0.00,N,0.00
1871,Refrigerator/Icemaker                        ,11/1/2012,481.71,289.03,77.07,366.10,115.61,200DB,5.0,355,Furniture & Fixtures,1.16,3.84,0.00,N,0.00
1872,Refrigerator/Icemaker                        ,10/1/2012,549.72,329.83,87.96,417.79,131.93,200DB,5.0,355,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
1873,Refrigerator/Icemaker                        ,8/1/2012,1652.65,991.59,264.42,1256.01,396.64,200DB,5.0,355,Furniture & Fixtures,1.42,3.58,0.00,N,0.00
1874,Refrigerator/Icemaker                        ,1/1/2012,576.95,346.17,92.31,438.48,138.47,200DB,5.0,355,Furniture & Fixtures,2.00,3.00,0.00,N,0.00
2049,Compactor Pads/Enclosures                    ,6/1/2012,1594.66,837.20,75.75,912.95,681.71,150DB,15.0,355,Land Improvements,1.58,13.42,0.00,N,0.00
2072,Fences & Gates                               ,4/1/2012,143.75,75.47,6.83,82.30,61.45,150DB,15.0,355,Land Improvements,1.75,13.25,61.45,N,0.00
2163,Paving & Marking                             ,8/1/2012,8574.00,4501.35,407.27,4908.62,3665.38,150DB,15.0,355,Land Improvements,1.42,13.58,0.00,N,0.00
1,Land                                         ,1/1/2006,1489717.00,0.00,0.00,0.00,1489717.00,Land,0.0,360,Land,8.00,-8.00,0.00,N,0.00
2,Buildings                                    ,1/1/2006,9151118.00,2315510.18,332767.93,2648278.11,6502839.89,S/L,27.5,360,Building,8.00,19.50,0.00,N,0.00
3,VHF 6 chnl radio  keying kit        cannister,1/10/2006,2420.16,2420.16,0.00,2420.16,0.00,200DB,5.0,360,Equipment,7.98,-2.98,0.00,N,0.00
4,mini rooter                                  ,1/10/2006,502.05,502.05,0.00,502.05,0.00,200DB,5.0,360,Equipment,7.98,-2.98,0.00,N,0.00
5,laser printer                                ,1/10/2006,426.56,426.56,0.00,426.56,0.00,200DB,5.0,360,Furniture & Fixtures,7.98,-2.98,0.00,N,0.00
6,VHF 6 chnl radio                             ,1/18/2006,708.49,708.49,0.00,708.49,0.00,200DB,5.0,360,Equipment,7.96,-2.96,0.00,N,0.00
7,electric digital scale                       ,1/25/2006,203.21,203.21,0.00,203.21,0.00,200DB,5.0,360,Furniture & Fixtures,7.94,-2.94,0.00,N,0.00
8,comfort range cool only                      ,2/17/2006,1524.67,381.15,53.13,434.28,1090.39,S/L,27.5,360,Furniture & Fixtures,7.87,19.63,0.00,N,0.00
9,refrigerator                                 ,2/17/2006,1581.26,1581.26,0.00,1581.26,0.00,200DB,5.0,360,Equipment,7.87,-2.87,0.00,N,0.00
10,dishwasher                                   ,2/17/2006,237.43,237.43,0.00,237.43,0.00,200DB,5.0,360,Equipment,7.87,-2.87,0.00,N,0.00
11,Dell computer                                ,2/24/2006,1226.72,1226.72,0.00,1226.72,0.00,200DB,5.0,360,Furniture & Fixtures,7.85,-2.85,0.00,N,0.00
12,refrigerator                                 ,3/7/2006,994.50,994.50,0.00,994.50,0.00,200DB,5.0,360,Equipment,7.82,-2.82,0.00,N,0.00
13,dishwasher                                   ,3/7/2006,281.24,281.24,0.00,281.24,0.00,200DB,5.0,360,Equipment,7.82,-2.82,0.00,N,0.00
14,microwave                                    ,3/13/2006,240.67,240.67,0.00,240.67,0.00,200DB,5.0,360,Equipment,7.81,-2.81,0.00,N,0.00
15,5ton comfort range                           ,3/29/2006,1647.00,1647.00,0.00,1647.00,0.00,200DB,5.0,360,Furniture & Fixtures,7.76,-2.76,0.00,N,0.00
16,refrigerator                                 ,3/29/2006,2133.20,2133.20,0.00,2133.20,0.00,200DB,5.0,360,Equipment,7.76,-2.76,0.00,N,0.00
17,repair phones                                ,4/12/2006,93.33,93.33,0.00,93.33,0.00,200DB,5.0,360,Furniture & Fixtures,7.73,-2.73,0.00,N,0.00
18,seer condensor                               ,4/20/2006,2002.61,488.50,69.79,558.29,1444.32,S/L,27.5,360,Furniture & Fixtures,7.70,19.80,0.00,N,0.00
19,5ton comfort range                           ,4/21/2006,1034.20,1034.20,0.00,1034.20,0.00,200DB,5.0,360,Furniture & Fixtures,7.70,-2.70,0.00,N,0.00
20,refrigerator                                 ,4/24/2006,2012.01,2012.01,0.00,2012.01,0.00,200DB,5.0,360,Furniture & Fixtures,7.69,-2.69,0.00,N,0.00
21,1.5ton louver unit                           ,5/9/2006,1962.89,472.89,71.38,544.27,1418.62,S/L,27.5,360,Equipment,7.65,19.85,0.00,N,0.00
22,360    C_Brick & Foundation Repairs          ,5/15/2006,48527.00,11690.61,1764.62,13455.23,35071.77,S/L,27.5,360,Capital Improvements,7.64,19.86,0.00,N,0.00
23,360    C_Concrete Sidewalks                  ,5/15/2006,13388.35,6767.34,790.57,7557.91,5830.44,150DB,15.0,360,Capital Improvements,7.64,7.36,0.00,N,0.00
24,360    C_Gutter & Downspouts                 ,5/15/2006,4959.00,1194.68,180.33,1375.01,3583.99,S/L,27.5,360,Capital Improvements,7.64,19.86,0.00,N,0.00
25,360    C_Irrigation System                   ,5/15/2006,3415.29,1726.31,201.67,1927.98,1487.31,150DB,15.0,360,Capital Improvements,7.64,7.36,0.00,N,0.00
26,360    C_Lum Sum Office Improvements         ,5/15/2006,8550.00,2059.78,310.91,2370.69,6179.31,S/L,27.5,360,Capital Improvements,7.64,19.86,0.00,N,0.00
27,360    C_Lump Sum Pool Area Improvements     ,5/15/2006,21085.00,10657.73,1245.05,11902.78,9182.22,150DB,15.0,360,Capital Improvements,7.64,7.36,0.00,N,0.00
28,360    C_Membrane Roofing                    ,5/15/2006,289221.50,69676.12,10517.15,80193.27,209028.23,S/L,27.5,360,Capital Improvements,7.64,19.86,0.00,N,0.00
29,360    C_Supervision                         ,5/15/2006,27600.34,6649.18,1003.65,7652.83,19947.51,S/L,27.5,360,Capital Improvements,7.64,19.86,0.00,Y,19947.51
30,360    E_Recreational equipment              ,5/15/2006,9000.00,9000.00,0.00,9000.00,0.00,200DB,5.0,360,Equipment,7.64,-2.64,0.00,N,0.00
31,360    F_Outdoor Furniture                   ,5/15/2006,11684.50,11684.50,0.00,11684.50,0.00,200DB,5.0,360,Furniture & Fixtures,7.64,-2.64,0.00,N,0.00
32,Dell computer                                ,5/24/2006,3462.53,3462.53,0.00,3462.53,0.00,200DB,5.0,360,Furniture & Fixtures,7.61,-2.61,0.00,N,0.00
33,refrigerator                                 ,5/31/2006,2012.01,2012.01,0.00,2012.01,0.00,200DB,5.0,360,Furniture & Fixtures,7.59,-2.59,0.00,N,0.00
34,1.5ton seer condensor                        ,6/6/2006,1485.17,353.31,54.01,407.32,1077.85,S/L,27.5,360,Equipment,7.58,19.92,0.00,N,0.00
35,Motorola vhf 6-ch radio                      ,6/20/2006,270.57,270.57,0.00,270.57,0.00,200DB,5.0,360,Furniture & Fixtures,7.54,-2.54,0.00,N,0.00
36,Internet access point                        ,6/27/2006,508.28,508.28,0.00,508.28,0.00,200DB,5.0,360,Furniture & Fixtures,7.52,-2.52,0.00,N,0.00
37,refrigerator                                 ,7/5/2006,2030.77,2030.77,0.00,2030.77,0.00,200DB,5.0,360,Equipment,7.50,-2.50,0.00,N,0.00
38,refrigerator                                 ,7/28/2006,460.10,460.10,0.00,460.10,0.00,200DB,5.0,360,Equipment,7.43,-2.43,0.00,N,0.00
39,360    C_Concrete Sidewalks                  ,8/15/2006,12236.50,6004.48,722.55,6727.03,5509.47,150DB,15.0,360,Capital Improvements,7.38,7.62,0.00,N,0.00
40,360    C_Exterior Painting                   ,8/15/2006,88920.00,20613.25,3233.45,23846.70,65073.30,S/L,27.5,360,Capital Improvements,7.38,20.12,0.00,N,0.00
41,360    C_Exterior Siding                     ,8/15/2006,38693.88,8969.94,1407.05,10376.99,28316.89,S/L,27.5,360,Capital Improvements,7.38,20.12,0.00,N,0.00
42,360    C_Flooring                            ,8/15/2006,716.25,166.07,26.05,192.12,524.13,S/L,27.5,360,Capital Improvements,7.38,20.12,0.00,N,0.00
43,360    C_Landscaping                         ,8/15/2006,12236.50,6004.48,722.55,6727.03,5509.47,150DB,15.0,360,Capital Improvements,7.38,7.62,0.00,N,0.00
44,360    C_Lum Sum Office Improvements         ,8/15/2006,14600.00,3384.55,530.91,3915.46,10684.54,S/L,27.5,360,Capital Improvements,7.38,20.12,0.00,N,0.00
45,360    C_Sanitary Sewer Systems              ,8/15/2006,3205.88,1573.13,189.30,1762.43,1443.45,150DB,15.0,360,Capital Improvements,7.38,7.62,0.00,N,0.00
46,360    C_Security Gates                      ,8/15/2006,7640.98,3749.45,451.19,4200.64,3440.34,150DB,15.0,360,Capital Improvements,7.38,7.62,0.00,N,0.00
47,360    C_Storm Drainage Systems              ,8/15/2006,15000.00,7360.54,885.73,8246.27,6753.73,150DB,15.0,360,Capital Improvements,7.38,7.62,0.00,N,0.00
48,360    C_Supervision                         ,8/15/2006,13668.20,3168.56,497.03,3665.59,10002.61,S/L,27.5,360,Capital Improvements,7.38,20.12,0.00,Y,10002.61
49,360    E_Communications Alarms               ,8/15/2006,2010.00,2010.00,0.00,2010.00,0.00,200DB,5.0,360,Equipment,7.38,-2.38,0.00,N,0.00
50,refrigerator                                 ,8/21/2006,833.53,833.53,0.00,833.53,0.00,200DB,5.0,360,Equipment,7.37,-2.37,0.00,N,0.00
51,refrigerator                                 ,8/31/2006,1250.29,1250.29,0.00,1250.29,0.00,200DB,5.0,360,Equipment,7.34,-2.34,0.00,N,0.00
52,2ton seer condenser                          ,9/1/2006,609.57,139.49,22.17,161.66,447.91,S/L,27.5,360,Equipment,7.34,20.16,0.00,N,0.00
53,H/P Fridge                                   ,9/29/2006,1250.29,1250.29,0.00,1250.29,0.00,200DB,5.0,360,Furniture & Fixtures,7.26,-2.26,0.00,N,0.00
54,H/P Fridge                                   ,10/12/2006,833.53,833.53,0.00,833.53,0.00,200DB,5.0,360,Furniture & Fixtures,7.22,-2.22,0.00,N,0.00
55,H/P Fridge                                   ,10/24/2006,1250.29,1250.29,0.00,1250.29,0.00,200DB,5.0,360,Furniture & Fixtures,7.19,-2.19,0.00,N,0.00
56,360    C_Balconies                           ,11/15/2006,44460.00,9902.47,1616.73,11519.20,32940.80,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
57,360    C_Doors                               ,11/15/2006,445.29,99.16,16.19,115.35,329.94,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
58,360    C_Exterior Lightings                  ,11/15/2006,1495.00,332.96,54.36,387.32,1107.68,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
59,360    C_Exterior Siding                     ,11/15/2006,19347.00,4309.12,703.53,5012.65,14334.35,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
60,360    C_Fences & Gates                      ,11/15/2006,16441.60,7825.22,970.86,8796.08,7645.52,150DB,15.0,360,Capital Improvements,7.13,7.87,0.00,N,0.00
61,360    C_Flooring                            ,11/15/2006,3768.35,839.31,137.03,976.34,2792.01,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
62,360    C_Lum Sum Mailhouses                  ,11/15/2006,4187.39,932.65,152.27,1084.92,3102.47,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
63,360    C_Supervision                         ,11/15/2006,6656.81,1482.68,242.07,1724.75,4932.06,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,Y,4932.06
64,360    E_Communications Alarms               ,11/15/2006,8518.29,8518.29,0.00,8518.29,0.00,200DB,5.0,360,Equipment,7.13,-2.13,0.00,N,0.00
65,360    E_Telephone                           ,11/15/2006,299.73,299.73,0.00,299.73,0.00,200DB,5.0,360,Equipment,7.13,-2.13,0.00,N,0.00
66,Retainage for Ext. Siding                    ,11/17/2006,6448.98,1436.37,234.51,1670.88,4778.10,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
67,Retainage for Ext Paint                      ,11/17/2006,14820.00,3300.82,538.91,3839.73,10980.27,S/L,27.5,360,Capital Improvements,7.13,20.37,0.00,N,0.00
68,Electric Meter Box Enclosures                ,11/28/2006,18337.00,4084.15,666.80,4750.95,13586.05,S/L,27.5,360,Capital Improvements,7.10,20.40,0.00,N,0.00
69,Repaint/Ceiling Fan Install/ 5 Wallpacks     ,11/28/2006,2163.75,481.92,78.68,560.60,1603.15,S/L,27.5,360,Capital Improvements,7.10,20.40,0.00,N,0.00
70,Installation of New Boiler                   ,11/30/2006,1060.72,236.24,38.57,274.81,785.91,S/L,27.5,360,Capital Improvements,7.09,20.41,0.00,N,0.00
71,3 Refrigerators                              ,12/1/2006,1250.29,1250.29,0.00,1250.29,0.00,200DB,5.0,360,Equipment,7.09,-2.09,0.00,N,0.00
72,Boiler & Tank                                ,12/1/2006,24767.91,5441.43,900.65,6342.08,18425.83,S/L,27.5,360,Capital Improvements,7.09,20.41,0.00,N,0.00
73,Vent for Boiler                              ,12/1/2006,684.25,150.32,24.88,175.20,509.05,S/L,27.5,360,Capital Improvements,7.09,20.41,0.00,N,0.00
74,Replace Back Return                          ,12/1/2006,647.31,142.22,23.54,165.76,481.55,S/L,27.5,360,Capital Improvements,7.09,20.41,0.00,N,0.00
75,Supervision                                  ,12/1/2006,7234.12,1589.32,263.06,1852.38,5381.74,S/L,27.5,360,Capital Improvements,7.09,20.41,0.00,Y,5381.74
76,Furniture for Renovated Office               ,12/11/2006,17242.00,17242.00,0.00,17242.00,0.00,200DB,5.0,360,Capital Improvements,7.06,-2.06,0.00,N,0.00
77,13 Seer 1.5 Ton Condenser                    ,12/12/2006,573.64,126.03,20.86,146.89,426.75,S/L,27.5,360,Equipment,7.06,20.44,0.00,N,0.00
78,13 Seer 1.5 Ton Condenser                    ,12/12/2006,573.64,126.03,20.86,146.89,426.75,S/L,27.5,360,Equipment,7.06,20.44,0.00,N,0.00
79,Gate Lighting                                ,12/19/2006,1930.00,918.57,113.96,1032.53,897.47,150DB,15.0,360,Capital Improvements,7.04,7.96,0.00,N,0.00
80,Sign Lighting                                ,12/19/2006,1035.00,492.61,61.11,553.72,481.28,150DB,15.0,360,Capital Improvements,7.04,7.96,0.00,N,0.00
81,Tree Removal                                 ,12/21/2006,5100.00,2427.30,301.15,2728.45,2371.55,150DB,15.0,360,Capital Improvements,7.03,7.97,0.00,N,0.00
82,Landscape Pool Area                          ,12/21/2006,7336.84,3491.89,433.23,3925.12,3411.72,150DB,15.0,360,Capital Improvements,7.03,7.97,0.00,N,0.00
83,Alarm Contract                               ,12/22/2006,1770.86,389.02,64.39,453.41,1317.45,S/L,27.5,360,Capital Improvements,7.03,20.47,0.00,N,0.00
84,360_E_Refrigerator/Icemaker                  ,1/15/2007,1260.03,1260.03,0.00,1260.03,0.00,200DB,5.0,360,Equipment,6.96,-1.96,0.00,N,0.00
85,360_C_Supervision                            ,2/15/2007,197.31,42.13,7.17,49.30,148.01,S/L,27.5,360,Capital Improvements,6.88,20.62,148.01,Y,148.01
86,360_C_Plumbing                               ,2/15/2007,4055.00,866.27,147.45,1013.72,3041.28,S/L,27.5,360,Capital Improvements,6.88,20.62,0.00,N,0.00
87,360_C_Recreational equipment                 ,2/15/2007,2791.66,1225.64,164.84,1390.48,1401.18,150DB,15.0,360,Capital Improvements,6.88,8.12,0.00,N,0.00
88,360_E_Miscellaneous Asset Replacements       ,2/15/2007,3268.99,3268.99,0.00,3268.99,0.00,200DB,5.0,360,Equipment,6.88,-1.88,0.00,N,0.00
89,360_E_Dishwasher                             ,2/15/2007,643.00,643.00,0.00,643.00,0.00,200DB,5.0,360,Equipment,6.88,-1.88,0.00,N,0.00
90,360_E_Range/Ventahood                        ,2/15/2007,234.65,234.65,0.00,234.65,0.00,200DB,5.0,360,Equipment,6.88,-1.88,0.00,N,0.00
91,360_E_Refrigerator/Icemaker                  ,2/15/2007,2591.50,2591.50,0.00,2591.50,0.00,200DB,5.0,360,Equipment,6.88,-1.88,0.00,N,0.00
